id,tipo,url
91,foto,http://www.camara.gov.br/internet/deputado/bandep/74091.jpg
91,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97284&tipo=0
92,foto,http://www.camara.gov.br/internet/deputado/bandep/74099.jpg
92,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97290&tipo=0
93,foto,http://www.camara.gov.br/internet/deputado/bandep/73545.jpg
93,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97296&tipo=0
94,foto,http://www.camara.gov.br/internet/deputado/bandep/74100.jpg
94,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97304&tipo=0
94,wiki,pt.wikipedia.org/wiki/Expedito_Júnior
95,foto,http://www.camara.gov.br/internet/deputado/bandep/73895.jpg
95,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97310&tipo=0
96,veja,http://veja.abril.com.br/infograficos/rede-escandalos/perfil/fatima-pelaes.shtml?scrollto=conteudo-rede
96,foto,http://www.camara.gov.br/internet/deputado/bandep/74065.jpg
96,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97317&tipo=0
97,foto,http://www.camara.gov.br/internet/deputado/bandep/74542.jpg
97,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97321&tipo=0
98,foto,http://www.camara.gov.br/internet/deputado/bandep/74658.jpg
98,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97329&tipo=0
99,foto,http://www.camara.gov.br/internet/deputado/bandep/74417.jpg
99,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97338&tipo=0
100,foto,http://www.camara.gov.br/internet/deputado/bandep/73896.jpg
100,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97346&tipo=0
101,foto,http://www.camara.gov.br/internet/deputado/bandep/73771.jpg
101,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97354&tipo=0
102,foto,http://www.camara.gov.br/internet/deputado/bandep/73758.jpg
102,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97360&tipo=0
103,foto,http://www.camara.gov.br/internet/deputado/bandep/74199.jpg
103,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97364&tipo=0
104,foto,http://www.camara.gov.br/internet/deputado/bandep/74304.jpg
104,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97369&tipo=0
105,foto,http://www.camara.gov.br/internet/deputado/bandep/73981.jpg
105,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97377&tipo=0
106,foto,http://www.camara.gov.br/internet/deputado/bandep/74306.jpg
106,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97384&tipo=0
107,foto,http://www.camara.gov.br/internet/deputado/bandep/74189.jpg
107,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97391&tipo=0
108,foto,http://www.camara.gov.br/internet/deputado/bandep/74200.jpg
108,camara,http://www2.camara.gov.br/deputados/pesquisa/layouts_deputados_biografia?pk=97396&tipo=0
109,foto,http://www.camara.gov.br/internet/deputado/bandep/74544.jpg
