id,camaraPk,cargos,codinomes,curriculo,foto,legislaturas,nome,profissoes,senadoId,uf
543,100355,,Osmar Serraglio,,http://www.camara.gov.br/internet/deputado/bandep/73463.jpg,"52,53,54,55",Osmar José Serraglio,Advogado e Professor Universitário,,
544,100360,,Airton Roveda,Peculato,http://www.camara.gov.br/internet/deputado/bandep/73457.jpg,52.53,Airton Bernardo Roveda,Comerciante e Minerador,,
545,100369,,Dr. Rosinha,,http://www.camara.gov.br/internet/deputado/bandep/73459.jpg,"52,53,54",Florisvaldo Fier,Médico e Servidor Público,,
546,100372,,Rafael Greca,,http://www.camara.gov.br/internet/deputado/bandep/73465.jpg,,Rafael Valdomiro Greca de Macedo,Economista e Engenheiro Urbanista,,
547,100376,,Oliveira Filho,,http://www.camara.gov.br/internet/deputado/bandep/73464.jpg,52.54,Bernardino Barreto de Oliveira,Radialista e Pastor Evangélico,,
548,100385,,José Carlos Martinez,,http://www.camara.gov.br/internet/deputado/bandep/73462.jpg,52,José Carlos de Castro Martinez,Administrador de Empresas,,
549,100393,,José Roberto Batochio,,http://www.camara.gov.br/internet/deputado/bandep/74794.jpg,,José Roberto Batochio,Agropecuarista e Advogado,,
550,100402,,Milton Monti,,http://www.camara.gov.br/internet/deputado/bandep/74787.jpg,"52,53,54,55",Milton Antonio Casquel Monti,Economista e Empresário,,
551,100409,,Sampaio Dória,,http://www.camara.gov.br/internet/deputado/bandep/74796.jpg,,Carlos Eduardo Sampaio Dória,Advogado,,
552,100415,,Rubens Furlan,,http://www.camara.gov.br/internet/deputado/bandep/74795.jpg,,Rubens Furlan,Empresário,,
553,100422,,Ricardo Fiuza,,http://www.camara.gov.br/internet/deputado/bandep/74557.jpg,52,Ricardo Ferreira Fiuza,Advogado,,
554,100430,,Joaquim Francisco,,http://www.camara.gov.br/internet/deputado/bandep/74477.jpg,52,Joaquim Francisco de Freitas Cavalcanti,Advogado,,
555,100437,,Aloizio Mercadante,,http://www.camara.gov.br/internet/deputado/bandep/74697.jpg,,Aloizio Mercadante Oliva,Economista e Professor Universitário,,SP
556,100443,,Angela Guadagnin,,http://www.camara.gov.br/internet/deputado/bandep/74699.jpg,52,Angela Moraes Guadagnin,Médica,,
557,100449,,Luiza Erundina,,http://www.camara.gov.br/internet/deputado/bandep/74784.jpg,"52,53,54,55",Luiza Erundina de Sousa,Assistente Social,,
558,100453,,Fleury,,http://www.camara.gov.br/internet/deputado/bandep/74700.jpg,52,Luiz Antonio Fleury Filho,Advogado,,
559,100460,,Moreira Ferreira,,http://www.camara.gov.br/internet/deputado/bandep/74788.jpg,,Carlos Eduardo Moreira Ferreira,"Agropecuarista, Industrial e Advogado",,
560,100467,,Celso Giglio,,http://www.camara.gov.br/internet/deputado/bandep/74703.jpg,,Celso Antonio Giglio,Agropecuarista e Médico,,
561,100477,,Xico Graziano,,http://www.camara.gov.br/internet/deputado/bandep/74797.jpg,52,Francisco Graziano Neto,"Agricultor, Professor Universitário e Engenheiro Agrônomo",,
562,100486,,Zé Índio,,http://www.camara.gov.br/internet/deputado/bandep/74798.jpg,,José Ferreira do Nascimento,Advogado,,
563,100492,,André Benassi,,http://www.camara.gov.br/internet/deputado/bandep/74698.jpg,,André Benassi,Advogado e Empresário,,
564,100498,,Dr. Hélio,,http://www.camara.gov.br/internet/deputado/bandep/74779.jpg,52,Hélio de Oliveira Santos,Médico e Professor Universitário,,
565,100505,,Iara Bernardi,,http://www.camara.gov.br/internet/deputado/bandep/74780.jpg,"52,53,54",Iara Bernardi,Professora,,
566,100509,,Alberto Mourão,,http://www.camara.gov.br/internet/deputado/bandep/74696.jpg,54,Alberto Pereira Mourão,Empresário,,
567,100515,,Emerson Kapaz,,http://www.camara.gov.br/internet/deputado/bandep/74704.jpg,,Emerson Kapaz,Empresário,,
568,100522,,Paulo Kobayashi,,http://www.camara.gov.br/internet/deputado/bandep/74791.jpg,52,Paulo Seiti Kobayashi,Agricultor e Professor,,
569,100528,,José Dirceu,,http://www.camara.gov.br/internet/deputado/bandep/74782.jpg,52,José Dirceu de Oliveira E Silva,Advogado,,SP
570,100535,,João Herrmann,,http://www.camara.gov.br/internet/deputado/bandep/74781.jpg,52.53,João Herrmann Neto,Engenheiro Agrônomo,,
571,100544,,Paulo Gouvêa,,http://www.camara.gov.br/internet/deputado/bandep/73884.jpg,,Paulo Gilberto Gouvêa da Costa,Advogado,,
572,100551,,Milton Barbosa,,http://www.camara.gov.br/internet/deputado/bandep/74337.jpg,52.53,Milton João Soares Barbosa,"Empresário, Contador e Ministro Evangélico",,
573,100558,,Luiz Salomão,,http://www.camara.gov.br/internet/deputado/bandep/74339.jpg,,Luiz Alfredo Salomão,"Economista, Engenheiro e Professor",,
574,100565,,Antonio Carlos Biscaia,,http://www.camara.gov.br/internet/deputado/bandep/73492.jpg,52.53,Antonio Carlos Silva Biscaia,"Advogado, Professor Universitário e Procurador de Justiça",,
575,100572,,Ricarte De Freitas,"Improbidade Administrativa e Formação de Quadrilha, Sanguessugas (Escândalo das Ambulâncias)",http://www.camara.gov.br/internet/deputado/bandep/73490.jpg,52.53,Ricarte de Freitas Júnior,Advogado,,
576,100580,,Tarcísio Zimmermann,,http://www.camara.gov.br/internet/deputado/bandep/73577.jpg,52.53,Tarcísio João Zimmermann,Sociólogo,,
577,100586,,Pedro Bittencourt,,http://www.camara.gov.br/internet/deputado/bandep/73491.jpg,,Pedro Bittencourt Neto,Advogado,,
578,100592,,Celso Jacob,,http://www.camara.gov.br/internet/deputado/bandep/73568.jpg,54.55,Celso Alencar Ramos Jacob,"Economista, Professor Universitário e Consultor de Empresas",,
579,100597,,Osvaldo Sobrinho,,http://www.camara.gov.br/internet/deputado/bandep/73571.jpg,,Osvaldo Roberto Sobrinho,"Advogado, Economista, Professor e Empresário",,
580,100606,,Jorge Pinheiro,Crime Ambiental,http://www.camara.gov.br/internet/deputado/bandep/73569.jpg,52.54,Jorge Dos Reis Pinheiro,Contador e Pastor Evangélico,,
581,100610,,João Magno,,http://www.camara.gov.br/internet/deputado/bandep/73572.jpg,52,João Magno de Moura,"Professor, Bancário e Consultor",,
582,100618,,Yvonilton Gonçalves,,http://www.camara.gov.br/internet/deputado/bandep/73573.jpg,,Yvonilton Borges Gonçalves,Produtor Rural,,
583,100624,,Reginaldo Germano,Sanguessugas (Escândalo das Ambulâncias),http://www.camara.gov.br/internet/deputado/bandep/73574.jpg,52,Reginaldo da Silva Germano,Radialista,,
584,100632,,Ivanio Guerra,,http://www.camara.gov.br/internet/deputado/bandep/73570.jpg,,Ivânio Fumegali Guerra,Médico,,
585,100638,,Joel De Hollanda,,http://www.camara.gov.br/internet/deputado/bandep/73575.jpg,52,Joel de Hollanda Cordeiro,Economista e Professor Universitário,,
586,100643,,Paulo De Almeida,,http://www.camara.gov.br/internet/deputado/bandep/73576.jpg,,Paulo Cardoso de Almeida,Fiscal de Rendas e Tesoureiro,,
587,100649,,Ricardo Maranhão,,http://www.camara.gov.br/internet/deputado/bandep/73578.jpg,,Ricardo Moura de Albuquerque Maranhão,Engenheiro,,
588,100655,,Alberto Fraga,,http://www.camara.gov.br/internet/deputado/bandep/73579.jpg,"52,53,55",João Alberto Fraga Silva,Coronel da Polícia Militar,,
589,100661,,Ricardo Noronha,,http://www.camara.gov.br/internet/deputado/bandep/73580.jpg,,João Ricardo Noronha da Silva,"Jornalista, Radialista e Publicitário",,
590,100669,,Aloízio Santos,,http://www.camara.gov.br/internet/deputado/bandep/73581.jpg,,Aloízio Santos,"Advogado, Contador e Comerciário",,
591,100678,,Helenildo Ribeiro,,http://www.camara.gov.br/internet/deputado/bandep/73582.jpg,52,José Helenildo Ribeiro Monteiro,Promotor de Justiça,,
592,100687,,Carlos Cury,,http://www.camara.gov.br/internet/deputado/bandep/73583.jpg,,Carlos Jorge Cury Mansilla,Médico e Empresário,,
593,100694,,Antonio Carlos Mendes Thame,,http://www.camara.gov.br/internet/deputado/bandep/73584.jpg,"52,53,54,55",Antonio Carlos de Mendes Thame,Professor Universitário,,
594,100703,,Clovis Volpi,,http://www.camara.gov.br/internet/deputado/bandep/73585.jpg,,Clóvis Volpi,Professor,,
595,100710,,Gessivaldo Isaias,,http://www.camara.gov.br/internet/deputado/bandep/72553.jpg,,Gessivaldo Isaías de Carvalho Silva,Professor,,
596,100717,,Júlio Delgado,,http://www.camara.gov.br/internet/deputado/bandep/73586.jpg,"52,53,54,55",Júlio César Delgado,Advogado,,
597,100721,,José Aleksandro,,http://www.camara.gov.br/internet/deputado/bandep/73587.jpg,,José Aleksandro da Silva,Professor,,
598,100728,,Mauro Benevides,,http://www.camara.gov.br/internet/deputado/bandep/73588.jpg,"52,53,54,55",Carlos Mauro Cabral Benevides,"Advogado, Jornalista e Professor",,
599,100738,,Antônio José Mota,,http://www.camara.gov.br/internet/deputado/bandep/73589.jpg,,Antonio José Porto Mota,"Economista, Empresário e Comerciante",,
600,100744,,Joaquim Brito,,http://www.camara.gov.br/internet/deputado/bandep/73590.jpg,,Joaquim Antonio de Carvalho Brito,Eletricitário e Psicólogo,,
601,100750,,Renato Silva,,http://www.camara.gov.br/internet/deputado/bandep/73591.jpg,,Renato da Silva,Fazendeiro e Radiodifusor,,
602,100757,,Kátia Abreu,,http://www.camara.gov.br/internet/deputado/bandep/73592.jpg,52,Kátia Regina de Abreu,Empresária Rural e Psicóloga,,
603,100763,,Rainel Barbosa,,http://www.camara.gov.br/internet/deputado/bandep/73593.jpg,,Rainel Barbosa Araújo,Professor,,
604,100770,,Nilmar Ruiz,,http://www.camara.gov.br/internet/deputado/bandep/73594.jpg,53.54,Nilmar Gavino Ruiz,Professora de Ensino Médio,,
605,100779,,Saulo Coelho,,http://www.camara.gov.br/internet/deputado/bandep/73596.jpg,,Saulo Levindo Coelho,Administrador,,
606,100785,,Chico Sardelli,,http://www.camara.gov.br/internet/deputado/bandep/73595.jpg,52,Francisco Antônio Sardelli,Empresário Têxtil,,
607,100790,,Francisco Sousa,,http://www.camara.gov.br/internet/deputado/bandep/73597.jpg,,Francisco Rodrigues de Sousa,Engenheiro,,
608,100796,,Wilson Cunha,,http://www.camara.gov.br/internet/deputado/bandep/73598.jpg,,Wilson José da Cunha,Empresário,,
609,100805,,Edir Oliveira,,http://www.camara.gov.br/internet/deputado/bandep/73599.jpg,52.53,Edir Pedro de Oliveira,Radialista,,RS
610,100813,,Rogério Silva,,http://www.camara.gov.br/internet/deputado/bandep/73651.jpg,52.53,Rogério Lúcio Soares da Silva,Agricultor e Empresário,,
611,100821,,José Magalhães,,http://www.camara.gov.br/internet/deputado/bandep/73600.jpg,,José Domingos de Magalhães,Economista e Professor,,
612,100827,,Moacir Piovesan,,http://www.camara.gov.br/internet/deputado/bandep/73601.jpg,,Moacir Piovesan,Serventuário da Justiça,,
613,100836,,Manoel Vitório,,http://www.camara.gov.br/internet/deputado/bandep/73602.jpg,,Manoel do Carmo Vitório,Ferroviário,,
614,100842,,Orlando Fantazzini,,http://www.camara.gov.br/internet/deputado/bandep/73603.jpg,52,Orlando Fantazzini Neto,Advogado,,
615,100848,,Rui Falcão,,http://www.camara.gov.br/internet/deputado/bandep/73604.jpg,,Rui Goethe da Costa Falcão,Advogado e Jornalista,,MG
616,100855,,Ariston Andrade,,http://www.camara.gov.br/internet/deputado/bandep/73681.jpg,,Ariston Correia Andrade,Médico,,
617,100861,,Ary Vanazzi,,http://www.camara.gov.br/internet/deputado/bandep/73683.jpg,52,Ary José Vanazzi,Professor,,
618,100867,,Divaldo Suruagy,,http://www.camara.gov.br/internet/deputado/bandep/73685.jpg,,Divaldo Suruagy,Economista e Professor,,
619,100875,,João Dado,,http://www.camara.gov.br/internet/deputado/bandep/73682.jpg,"52,53,54",João Eduardo Dado Leite de Carvalho,Agente Fiscal de Rendas,,
620,100881,,Orlando Desconsi,,http://www.camara.gov.br/internet/deputado/bandep/73684.jpg,52,Orlando Desconsi,Advogado e Professor de educação Física,,
621,100887,,Ana Corso,,http://www.camara.gov.br/internet/deputado/bandep/73686.jpg,,Ana Maria Corso,Artista Plástica,,
622,100893,,Maurílio Ferreira Lima,,http://www.camara.gov.br/internet/deputado/bandep/65904.jpg,,Maurílio Figueira de Ferreira Lima,Advogado,,
623,100899,,Clovis Ilgenfritz,,http://www.camara.gov.br/internet/deputado/bandep/73689.jpg,,Clovis Ilgenfritz da Silva,Professor Universitário e Arquiteto,,
624,100906,,Tânia Soares,,http://www.camara.gov.br/internet/deputado/bandep/73687.jpg,,Tânia Soares de Sousa,Jornalista e Funcionária Pública,,
625,100910,,Kincas Mattos,,http://www.camara.gov.br/internet/deputado/bandep/73688.jpg,,Joaquim de Mattos Salles,Empresário de Transporte,,
626,100922,,Edmundo Galdino,,http://www.camara.gov.br/internet/deputado/bandep/73827.jpg,52,Edmundo Galdino da Silva,Agropecuarista,,
627,100926,,Narciso Mendes,,http://www.camara.gov.br/internet/deputado/bandep/73499.jpg,52,Narciso Mendes de Assis,"Industrial, Engenheiro Civil e Comerciante",,
628,100936,,Rose De Freitas,,http://www.camara.gov.br/internet/deputado/bandep/73507.jpg,"52,53,54",Rosilda de Freitas,"Jornalista, Radialista, Professora, Produtora Rural, Desenhista-Projetista e Agrimensora",,
629,100941,,Antônio Geraldo,,http://www.camara.gov.br/internet/deputado/bandep/74415.jpg,,Antonio Geraldo Rodrigues da Silva,"Radialista, Professor e Bacharel em Direito",,
630,100949,,Salomão Gurgel,,http://www.camara.gov.br/internet/deputado/bandep/73690.jpg,,Salomão Gurgel Pinheiro,Médico Psiquiatra,,
631,100957,,Haroldo Bezerra,,http://www.camara.gov.br/internet/deputado/bandep/73691.jpg,,Haroldo Costa Bezerra,Engenheiro Civil,,
632,100963,,Osmar Terra,,http://www.camara.gov.br/internet/deputado/bandep/73692.jpg,"52,53,54,55",Osmar Gasparini Terra,Médico,,RS
633,100966,,Reinaldo Gripp,Sanguessugas (Escândalo das Ambulâncias),http://www.camara.gov.br/internet/deputado/bandep/73693.jpg,52,Reinaldo Gripp Lopes,Médico,,
634,100973,,Antonio Cruz,,http://www.camara.gov.br/internet/deputado/bandep/73817.jpg,52.53,Antonio Ferreira da Cruz Filho,Médico,,
635,100980,,Carlos Nader,,http://www.camara.gov.br/internet/deputado/bandep/73825.jpg,52,Carlos Frederico Theodoro Nader,Advogado e Empresário,,
636,100983,,Dr. Gomes,,http://www.camara.gov.br/internet/deputado/bandep/73828.jpg,,Francisco do Nascimento Gomes,Médico,,
637,100986,,Paulo Lessa,,http://www.camara.gov.br/internet/deputado/bandep/73829.jpg,,Paulo José Tavares Lessa,Secundário,,
638,100990,,Crescêncio Pereira Jr,,http://www.camara.gov.br/internet/deputado/bandep/73832.jpg,,Luiz Crescêncio Pereira Junior,Advogado,,
639,100996,,Clovis Queiroz,,http://www.camara.gov.br/internet/deputado/bandep/73833.jpg,,Clovis Correa de Queiroz,Engenheiro de Equipamentos,,
640,101001,,Adhemar De Barros Filho,,http://www.camara.gov.br/internet/deputado/bandep/73426.jpg,,Adhemar de Barros Filho,"Industrial, Empresário e Químico",,
641,101008,,Adelson Salvador,,http://www.camara.gov.br/internet/deputado/bandep/74770.jpg,,Adelson Antônio Salvador,Produtor Rural,,
642,101013,,Adylson Motta,,http://www.camara.gov.br/internet/deputado/bandep/73887.jpg,,Adylson Martins Motta,Cirurgião-Dentista e Bacharel em Direito,,
643,101020,,Alberto Silva,,http://www.camara.gov.br/internet/deputado/bandep/74310.jpg,53,Alberto Tavares Silva,"Engenheiro Civil, Engenheiro Mecânico e Engenheiro Eletricista",,
644,101032,,Alcides Modesto,,http://www.camara.gov.br/internet/deputado/bandep/74532.jpg,,Manoel Alcides Modesto Coelho,Professor,,
645,101037,,Almino Affonso,,http://www.camara.gov.br/internet/deputado/bandep/73429.jpg,,Almino Monteiro Alvares Affonso,Advogado,,
646,101045,,Alzira Ewerton,,http://www.camara.gov.br/internet/deputado/bandep/74088.jpg,,Alzira Valdelice Pires Ewerton,Advogada e Professora,,
647,101053,,André Puccinelli,,http://www.camara.gov.br/internet/deputado/bandep/73679.jpg,,André Puccinelli,Médico,,
648,101060,,Antonio Balhmann,,http://www.camara.gov.br/internet/deputado/bandep/74213.jpg,54.55,Antonio Balhmann Cardoso Nunes Filho,Engenheiro Mecânico,,
649,101065,,Antônio Brasil,,http://www.camara.gov.br/internet/deputado/bandep/74073.jpg,,Antônio César Pinho Brasil,Engenheiro Civil,,
650,101073,,Cunha Lima,,http://www.camara.gov.br/internet/deputado/bandep/73444.jpg,,Antonio da Cunha Lima,Administrador de Empresas e Empresário,,
651,101080,,Antonio Dos Santos,,http://www.camara.gov.br/internet/deputado/bandep/74214.jpg,,Antonio Dos Santos Soares Cavalcante,Bacharel em Direito,,
652,101087,,Paes De Andrade,,http://www.camara.gov.br/internet/deputado/bandep/74302.jpg,,Antonio Paes de Andrade,Advogado e Professor,,
653,101095,,Roberto Paulino,,http://www.camara.gov.br/internet/deputado/bandep/74413.jpg,,Antonio Roberto de Sousa Paulino,Bacharel em Direito e Empresário,,
654,101102,,Sérgio Barradas Carneiro,,http://www.camara.gov.br/internet/deputado/bandep/74533.jpg,"52,53,54",Sérgio Barradas Carneiro,Advogado e Administrador de Empresas,,
655,101110,,Antonio Ueno,,http://www.camara.gov.br/internet/deputado/bandep/73766.jpg,,Iosio Antonio Ueno,"Economista, Bacharel em Direito e Empresário",,
656,101115,,Armando Costa,,http://www.camara.gov.br/internet/deputado/bandep/74649.jpg,,Armando Gonçalves Costa,Médico,,
657,101123,,Augustinho Freitas,,http://www.camara.gov.br/internet/deputado/bandep/73647.jpg,,Augustinho Freitas Martins,Empresário,,
658,101130,,Augusto Viveiros,,http://www.camara.gov.br/internet/deputado/bandep/74320.jpg,,Augusto Carlos Garcia de Viveiros,Advogado,,
659,101138,,Augusto Carvalho,,http://www.camara.gov.br/internet/deputado/bandep/73655.jpg,"53,54,55",Augusto Silveira de Carvalho,Bancário e Sociólogo,,
660,101145,,Ayres Da Cunha,,http://www.camara.gov.br/internet/deputado/bandep/73436.jpg,,Ayres da Cunha Marques,"Médico, Empresário e Administrador",,
661,101152,,Benedito De Lira,Sanguessugas (Escândalo das Ambulâncias),http://www.camara.gov.br/internet/deputado/bandep/74517.jpg,52.53,Benedito de Lira,"Advogado, Servidor Público e Pecuarista",,
662,101157,,Benedito Domingos,,http://www.camara.gov.br/internet/deputado/bandep/73656.jpg,,Benedito Augusto Domingos,Bacharel em Direito e Empresário,,MG
663,101167,,Benedito Guimarães,,http://www.camara.gov.br/internet/deputado/bandep/74074.jpg,,Benedito Antônio Cota Guimarães,Empresário,,
664,101174,,Beto Mansur,"Arquivo 7, p. 4",http://www.camara.gov.br/internet/deputado/bandep/73437.jpg,"53,54,55",Paulo Roberto Gomes Mansur,"Radialista, Empresário e Engenheiro Eletrônico",,
665,101181,,Carlos Airton,,http://www.camara.gov.br/internet/deputado/bandep/74179.jpg,,Carlos Airton Magalhães Santana de Souza,Bancário,,
666,101189,,Carlos Alberto,,http://www.camara.gov.br/internet/deputado/bandep/74322.jpg,,Carlos Alberto de Sousa,"Jornalista, Radialista, Empresário e Publicitário",,
667,101196,,Carlos Apolinário,,http://www.camara.gov.br/internet/deputado/bandep/73438.jpg,,Carlos Alberto Eugenio Apolinário,Empresário,,
668,101203,,Carlos Camurça,,http://www.camara.gov.br/internet/deputado/bandep/74096.jpg,,Carlos Alberto de Azevedo Camurça,Empresário e Comerciante,,
669,101209,,Carlos Cardinal,,http://www.camara.gov.br/internet/deputado/bandep/73890.jpg,,Carlos Cardinal Oliveira,Médico Veterinário,,
670,101216,,Carlos Magno,,http://www.camara.gov.br/internet/deputado/bandep/74526.jpg,,Carlos Magno Costa Garcia,Médico,,
